,Unnamed: 0,Timestamp,Light,chamber_1_loc,chamber_2_loc,chamber_3_loc,chamber_4_loc,chamber_5_loc,chamber_6_loc,chamber_7_loc,chamber_8_loc,chamber_9_loc,chamber_10_loc,chamber_11_loc,chamber_12_loc,chamber_13_loc,chamber_14_loc,chamber_15_loc,chamber_16_loc,chamber_17_loc,chamber_18_loc,chamber_19_loc,chamber_20_loc,chamber_1_shock,chamber_2_shock,chamber_3_shock,chamber_4_shock,chamber_5_shock,chamber_6_shock,chamber_7_shock,chamber_8_shock,chamber_9_shock,chamber_10_shock,chamber_11_shock,chamber_12_shock,chamber_13_shock,chamber_14_shock,chamber_15_shock,chamber_16_shock,chamber_17_shock,chamber_18_shock,chamber_19_shock,chamber_20_shock,mch_right_status,oct_right_status,moil_right_status,mch_left_status,oct_left_status,moil_left_status
1874,1874,2024-09-04 12:42:35,light_state,18.57142857142857,34.28571428571428,-18.57142857142857,-58.57142857142857,-58.57142857142857,21.42857142857143,7.142857142857139,-94.28571428571428,-7.142857142857139,2.857142857142847,71.85185185185185,20.0,18.518518518518505,-43.7037037037037,65.92592592592592,0.7407407407407334,-95.55555555555556,-27.407407407407405,-11.111111111111114,14.074074074074076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1875,1875,2024-09-04 12:42:36,light_state,21.428571428571416,37.14285714285714,-18.57142857142857,-57.142857142857146,-58.57142857142857,17.14285714285714,7.142857142857139,-92.85714285714286,-8.57142857142857,2.857142857142847,71.85185185185185,22.96296296296296,21.48148148148148,-42.22222222222223,64.44444444444443,-0.7407407407407476,-95.55555555555556,-27.407407407407405,-12.592592592592595,17.037037037037024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1876,1876,2024-09-04 12:42:36,light_state,20.0,40.0,-18.57142857142857,-54.285714285714285,-58.57142857142857,18.57142857142857,7.142857142857139,-91.42857142857144,-8.57142857142857,5.714285714285722,70.37037037037038,15.555555555555545,18.518518518518505,-40.74074074074075,67.40740740740739,0.7407407407407334,-95.55555555555556,-27.407407407407405,-14.074074074074076,17.037037037037024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1877,1877,2024-09-04 12:42:36,light_state,21.428571428571416,40.0,-18.57142857142857,-54.285714285714285,-55.71428571428572,17.85714285714286,7.142857142857139,-90.0,-8.57142857142857,5.714285714285722,67.40740740740739,15.555555555555545,17.037037037037024,-37.77777777777778,67.40740740740739,-0.7407407407407476,-95.55555555555556,-28.88888888888889,-15.555555555555555,15.555555555555545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1878,1878,2024-09-04 12:42:36,light_state,20.0,37.14285714285714,-18.57142857142857,-54.285714285714285,-57.142857142857146,16.428571428571423,7.142857142857139,-90.0,-7.142857142857139,7.142857142857139,65.92592592592592,17.037037037037024,15.555555555555545,-33.33333333333334,64.44444444444443,-0.7407407407407476,-95.55555555555556,-28.88888888888889,-12.592592592592595,24.444444444444443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1879,1879,2024-09-04 12:42:36,light_state,20.0,38.57142857142856,-18.57142857142857,-54.285714285714285,-54.285714285714285,17.142857142857153,7.142857142857139,-87.14285714285714,-8.57142857142857,8.57142857142857,68.88888888888889,14.074074074074076,15.555555555555545,-28.148148148148145,70.37037037037038,-2.2222222222222285,-95.55555555555556,-28.88888888888889,-15.555555555555555,21.48148148148148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1880,1880,2024-09-04 12:42:36,light_state,20.0,41.428571428571445,-18.57142857142857,-54.285714285714285,-52.85714285714286,17.142857142857153,7.142857142857139,-87.14285714285714,-8.57142857142857,10.000000000000014,68.88888888888889,12.592592592592595,15.555555555555545,-26.666666666666664,65.92592592592592,-0.7407407407407476,-95.55555555555556,-28.88888888888889,-17.037037037037038,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1881,1881,2024-09-04 12:42:36,light_state,21.428571428571416,42.85714285714286,-18.57142857142857,-50.0,-54.285714285714285,17.142857142857153,5.714285714285722,-85.71428571428572,-7.142857142857139,11.42857142857143,68.88888888888889,11.111111111111114,12.592592592592595,-18.51851851851852,65.92592592592592,0.7407407407407334,-95.55555555555556,-28.88888888888889,-20.0,28.88888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1882,1882,2024-09-04 12:42:36,light_state,22.85714285714286,44.28571428571428,-18.57142857142857,-51.42857142857143,-54.285714285714285,17.142857142857153,7.142857142857139,-82.85714285714286,-7.142857142857139,12.85714285714286,67.40740740740739,9.629629629629632,12.592592592592595,-19.50617283950617,65.92592592592592,0.7407407407407334,-94.07407407407408,-28.88888888888889,-21.48148148148148,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1883,1883,2024-09-04 12:42:36,light_state,22.85714285714286,45.714285714285694,-18.57142857142857,-51.42857142857143,-51.42857142857143,17.142857142857153,7.142857142857139,-75.71428571428572,-7.142857142857139,15.714285714285722,67.40740740740739,9.629629629629632,14.074074074074076,-12.592592592592595,65.92592592592592,0.7407407407407334,-94.07407407407408,-28.88888888888889,-24.444444444444443,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1884,1884,2024-09-04 12:42:37,light_state,22.85714285714286,47.14285714285717,-18.57142857142857,-51.42857142857143,-50.0,8.57142857142857,5.714285714285722,-75.71428571428572,-7.142857142857139,17.142857142857153,67.40740740740739,5.185185185185176,11.111111111111114,-8.148148148148152,65.92592592592592,0.7407407407407334,-94.07407407407408,-28.88888888888889,-28.88888888888889,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1885,1885,2024-09-04 12:42:37,light_state,25.714285714285708,51.428571428571416,-18.57142857142857,-50.0,-48.57142857142858,10.000000000000004,2.857142857142847,-68.57142857142857,-7.142857142857139,20.0,68.88888888888889,2.2222222222222143,8.148148148148152,-3.7037037037037095,65.92592592592592,2.2222222222222143,-94.07407407407408,-28.88888888888889,-31.851851851851848,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1886,1886,2024-09-04 12:42:37,light_state,25.714285714285708,51.428571428571416,-18.57142857142857,-47.14285714285714,-45.71428571428572,9.285714285714285,-1.4285714285714164,-67.14285714285714,-7.142857142857139,21.428571428571416,71.85185185185185,-2.2222222222222285,5.185185185185176,-0.7407407407407476,65.92592592592592,-2.2222222222222285,-91.11111111111111,-28.88888888888889,-34.81481481481481,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1887,1887,2024-09-04 12:42:37,light_state,25.714285714285708,52.85714285714286,-18.57142857142857,-47.14285714285714,-45.71428571428572,2.857142857142847,-4.285714285714278,-65.0,-7.142857142857139,24.28571428571429,79.25925925925924,-6.666666666666671,5.185185185185176,2.2222222222222143,65.92592592592592,-2.2222222222222285,-91.11111111111111,-28.88888888888889,-37.77777777777778,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1888,1888,2024-09-04 12:42:37,light_state,24.28571428571429,50.0,-18.57142857142857,-51.42857142857143,-50.0,4.285714285714292,-5.714285714285722,-61.42857142857142,-7.142857142857139,24.28571428571429,79.25925925925924,-9.629629629629632,6.666666666666671,3.7037037037036953,65.92592592592592,-0.7407407407407476,-91.11111111111111,-28.88888888888889,-39.25925925925926,25.925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1889,1889,2024-09-04 12:42:37,light_state,24.28571428571429,55.71428571428572,-18.57142857142857,-45.71428571428572,-50.0,1.4285714285714164,-10.0,-58.57142857142857,-5.714285714285722,25.714285714285708,80.74074074074075,-12.592592592592595,5.185185185185176,8.148148148148152,65.92592592592592,-3.7037037037037095,-92.5925925925926,-28.88888888888889,-42.22222222222223,31.851851851851848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1890,1890,2024-09-04 12:42:37,light_state,25.714285714285708,57.14285714285714,-18.57142857142857,-44.285714285714285,-44.28571428571429,0.0,-14.285714285714292,-54.285714285714285,-7.142857142857139,28.571428571428584,88.14814814814815,-20.0,3.7037037037036953,12.592592592592595,65.92592592592592,-3.7037037037037095,-91.11111111111111,-28.88888888888889,-45.18518518518518,31.851851851851848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1891,1891,2024-09-04 12:42:37,light_state,24.28571428571429,58.57142857142856,-18.57142857142857,-44.285714285714285,-45.71428571428572,-4.285714285714278,-20.0,-50.0,-8.57142857142857,31.428571428571416,91.11111111111111,-21.48148148148148,2.2222222222222143,22.22222222222222,65.92592592592592,-3.7037037037037095,-95.55555555555556,-28.88888888888889,-48.14814814814815,31.851851851851848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1892,1892,2024-09-04 12:42:37,light_state,24.28571428571429,55.71428571428572,-18.57142857142857,-41.42857142857142,-47.14285714285714,-7.142857142857139,-24.28571428571429,-44.285714285714285,-10.0,31.428571428571416,88.14814814814815,-25.925925925925924,-0.7407407407407476,26.666666666666664,65.92592592592592,-2.2222222222222285,-94.07407407407408,-28.88888888888889,-52.59259259259259,33.333333333333314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1893,1893,2024-09-04 12:42:38,light_state,21.428571428571416,61.428571428571445,-18.57142857142857,-38.57142857142857,-42.85714285714286,-10.0,-27.142857142857157,-38.57142857142857,-14.285714285714292,34.28571428571428,86.66666666666666,-28.88888888888889,-0.7407407407407476,33.333333333333314,65.92592592592592,-3.7037037037037095,-94.07407407407408,-28.88888888888889,-55.55555555555556,31.851851851851848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1894,1894,2024-09-04 12:42:38,light_state,24.28571428571429,61.428571428571445,-18.57142857142857,-40.0,-40.0,-11.42857142857143,-28.57142857142857,-35.71428571428571,-17.14285714285714,35.71428571428572,88.14814814814815,-33.33333333333334,-2.2222222222222285,37.77777777777777,65.92592592592592,0.7407407407407334,-94.07407407407408,-28.88888888888889,-58.51851851851852,33.333333333333314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1895,1895,2024-09-04 12:42:38,light_state,25.714285714285708,61.428571428571445,-18.57142857142857,-44.285714285714285,-44.285714285714285,-11.42857142857143,-31.42857142857143,-32.85714285714286,-20.0,35.71428571428572,89.62962962962965,-36.29629629629629,2.2222222222222143,37.77777777777777,65.92592592592592,-2.2222222222222285,-94.07407407407408,-31.851851851851848,-60.0,33.333333333333314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1896,1896,2024-09-04 12:42:38,light_state,20.0,61.428571428571445,-18.57142857142857,-37.142857142857146,-42.85714285714286,-12.85714285714286,-35.71428571428571,-30.0,-22.857142857142847,37.14285714285714,89.62962962962965,-40.74074074074075,-3.7037037037037095,43.70370370370373,65.92592592592592,0.7407407407407334,-89.62962962962963,-31.851851851851848,-61.48148148148148,36.29629629629631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1897,1897,2024-09-04 12:42:38,light_state,20.0,61.428571428571445,-18.57142857142857,-35.71428571428571,-42.85714285714286,-12.85714285714286,-40.0,-25.714285714285708,-27.142857142857157,38.57142857142856,89.62962962962965,-45.18518518518518,-6.666666666666671,46.66666666666666,65.92592592592592,-0.7407407407407476,-91.11111111111111,-30.370370370370367,-64.44444444444444,36.29629629629631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1898,1898,2024-09-04 12:42:38,light_state,22.85714285714286,60.0,-18.57142857142857,-38.57142857142857,-42.85714285714286,-14.285714285714292,-41.42857142857142,-20.0,-30.0,41.428571428571445,89.62962962962965,-51.11111111111112,-6.666666666666671,51.11111111111112,65.92592592592592,0.7407407407407334,-88.14814814814815,-31.851851851851848,-65.92592592592592,40.74074074074073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1899,1899,2024-09-04 12:42:38,light_state,21.428571428571416,62.85714285714286,-18.57142857142857,-38.57142857142857,-40.0,-14.285714285714292,-45.71428571428572,-17.14285714285714,-32.85714285714286,42.85714285714286,91.11111111111111,-57.03703703703704,-9.629629629629632,55.55555555555557,65.92592592592592,-0.7407407407407476,-86.66666666666667,-31.851851851851848,-67.4074074074074,37.77777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1900,1900,2024-09-04 12:42:38,light_state,22.85714285714286,60.71428571428572,-18.57142857142857,-35.71428571428571,-40.0,-11.42857142857143,-50.0,-14.285714285714292,-38.57142857142857,44.28571428571428,91.11111111111111,-60.0,-9.629629629629632,60.0,65.92592592592592,-2.2222222222222285,-85.18518518518519,-31.851851851851848,-70.37037037037038,40.74074074074073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1901,1901,2024-09-04 12:42:38,light_state,18.57142857142857,60.0,-18.57142857142857,-35.71428571428571,-38.57142857142857,-11.42857142857143,-54.285714285714285,-12.85714285714286,-42.85714285714286,47.14285714285717,89.62962962962965,-64.44444444444444,-9.629629629629632,66.66666666666667,67.40740740740739,-3.7037037037037095,-80.74074074074073,-31.851851851851848,-73.33333333333333,40.74074074074073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1902,1902,2024-09-04 12:42:39,light_state,20.0,61.428571428571445,-18.57142857142857,-37.142857142857146,-37.142857142857146,-11.42857142857143,-60.0,-10.0,-47.14285714285714,48.57142857142858,89.62962962962965,-68.88888888888889,-11.111111111111114,69.62962962962962,67.40740740740739,-3.7037037037037095,-77.77777777777777,-31.851851851851848,-77.77777777777777,43.70370370370373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1903,1903,2024-09-04 12:42:39,light_state,20.0,65.71428571428572,-18.57142857142857,-37.142857142857146,-35.71428571428571,-11.42857142857143,-62.85714285714285,-5.714285714285722,-52.85714285714286,48.57142857142858,88.14814814814815,-73.33333333333333,-3.7037037037037095,73.33333333333334,67.40740740740739,-5.185185185185176,-73.33333333333333,-28.88888888888889,-82.22222222222223,43.70370370370373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1904,1904,2024-09-04 12:42:39,light_state,17.142857142857153,60.0,-18.57142857142857,-40.0,-38.57142857142857,-11.42857142857143,-64.28571428571428,-2.857142857142861,-54.285714285714285,48.57142857142858,88.14814814814815,-73.33333333333333,-5.185185185185176,71.11111111111111,67.40740740740739,-3.7037037037037095,-73.33333333333333,-28.88888888888889,-83.7037037037037,43.70370370370373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1905,1905,2024-09-04 12:42:39,light_state,17.142857142857153,61.428571428571445,-18.57142857142857,-38.57142857142857,-38.57142857142857,-11.42857142857143,-68.57142857142857,1.4285714285714164,-58.57142857142857,50.0,88.14814814814815,-76.29629629629629,-6.666666666666671,73.33333333333334,67.40740740740739,-3.7037037037037095,-71.85185185185185,-31.851851851851848,-83.7037037037037,46.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1906,1906,2024-09-04 12:42:39,light_state,20.0,60.0,-18.57142857142857,-37.142857142857146,-38.57142857142857,-11.42857142857143,-71.42857142857143,5.714285714285722,-61.42857142857142,52.85714285714283,86.66666666666666,-80.74074074074073,-6.666666666666671,74.81481481481481,67.40740740740739,-5.185185185185176,-65.92592592592592,-31.851851851851848,-82.22222222222223,51.11111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1907,1907,2024-09-04 12:42:39,light_state,20.0,61.428571428571445,-18.57142857142857,-34.28571428571429,-38.57142857142857,-11.42857142857143,-75.71428571428572,12.85714285714286,-65.71428571428572,54.28571428571431,86.66666666666666,-83.7037037037037,-5.185185185185176,77.77777777777777,67.40740740740739,-3.7037037037037095,-62.96296296296296,-31.851851851851848,-82.22222222222223,54.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1908,1908,2024-09-04 12:42:39,light_state,22.85714285714286,61.428571428571445,-18.57142857142857,-35.71428571428571,-38.57142857142857,-11.42857142857143,-78.57142857142857,18.57142857142857,-67.14285714285714,55.71428571428572,82.22222222222223,-86.66666666666667,-8.148148148148152,77.77777777777777,67.40740740740739,-3.7037037037037095,-61.48148148148148,-31.851851851851848,-82.22222222222223,54.07407407407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1909,1909,2024-09-04 12:42:39,light_state,24.28571428571429,61.428571428571445,-18.57142857142857,-32.85714285714286,-38.57142857142857,-11.42857142857143,-81.42857142857143,21.428571428571416,-70.0,58.57142857142856,91.11111111111111,-89.62962962962963,-11.111111111111114,85.18518518518519,67.40740740740739,-0.7407407407407476,-55.55555555555556,-31.851851851851848,-91.11111111111111,58.51851851851853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1910,1910,2024-09-04 12:42:39,light_state,25.714285714285708,61.428571428571445,-18.57142857142857,-32.85714285714286,-38.57142857142857,-11.42857142857143,-85.71428571428572,28.571428571428584,-72.85714285714286,58.57142857142856,82.22222222222223,-91.11111111111111,-5.185185185185176,88.14814814814815,67.40740740740739,0.7407407407407334,-52.59259259259259,-31.851851851851848,-94.07407407407408,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1911,1911,2024-09-04 12:42:40,light_state,20.0,62.85714285714286,-18.57142857142857,-31.42857142857143,-38.57142857142857,-11.42857142857143,-85.71428571428572,30.0,-75.71428571428572,58.57142857142856,91.11111111111111,-92.5925925925926,-6.666666666666671,88.14814814814815,67.40740740740739,0.7407407407407334,-51.11111111111112,-31.851851851851848,-92.5925925925926,61.481481481481495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1912,1912,2024-09-04 12:42:40,light_state,20.0,62.85714285714286,-18.57142857142857,-30.0,-38.57142857142857,-11.42857142857143,-84.28571428571429,32.85714285714286,-80.0,60.0,80.74074074074075,-94.07407407407408,-8.148148148148152,79.25925925925924,67.40740740740739,0.7407407407407334,-49.62962962962963,-31.851851851851848,-94.07407407407408,64.44444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1913,1913,2024-09-04 12:42:40,light_state,22.85714285714286,62.85714285714286,-18.57142857142857,-30.0,-38.57142857142857,-14.285714285714292,-85.71428571428572,34.28571428571428,-82.85714285714286,62.85714285714286,70.37037037037038,-94.07407407407408,-11.111111111111114,77.77777777777777,67.40740740740739,5.185185185185176,-48.14814814814815,-31.851851851851848,-91.11111111111111,65.92592592592592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1914,1914,2024-09-04 12:42:40,light_state,22.85714285714286,62.85714285714286,-10.0,-31.42857142857143,-38.57142857142857,-15.714285714285708,-85.71428571428572,38.57142857142856,-85.71428571428572,62.85714285714286,68.88888888888889,-97.03703703703704,-8.148148148148152,79.25925925925924,67.40740740740739,3.7037037037036953,-46.66666666666666,-31.851851851851848,-89.62962962962963,68.88888888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1915,1915,2024-09-04 12:42:40,light_state,24.28571428571429,62.85714285714286,-7.142857142857139,-28.57142857142857,-38.57142857142857,-14.285714285714292,-90.0,41.428571428571445,-84.28571428571429,64.28571428571428,70.37037037037038,-97.03703703703704,-9.629629629629632,77.77777777777777,64.44444444444443,9.629629629629632,-45.18518518518518,-31.851851851851848,-86.66666666666667,71.85185185185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1916,1916,2024-09-04 12:42:40,light_state,24.28571428571429,68.57142857142858,-10.0,-31.42857142857143,-38.57142857142857,-15.714285714285708,-90.0,44.28571428571428,-85.71428571428572,67.14285714285714,71.85185185185185,-97.03703703703704,-6.666666666666671,77.77777777777777,70.37037037037038,9.629629629629632,-46.66666666666666,-31.851851851851848,-86.66666666666667,70.37037037037038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1917,1917,2024-09-04 12:42:40,light_state,24.28571428571429,67.14285714285714,-7.142857142857139,-34.28571428571429,-38.57142857142857,-15.714285714285708,-87.14285714285714,47.14285714285717,-85.71428571428572,67.14285714285714,76.2962962962963,-97.03703703703704,-11.111111111111114,79.25925925925924,65.92592592592592,9.629629629629632,-46.66666666666666,-31.851851851851848,-86.66666666666667,70.37037037037038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1918,1918,2024-09-04 12:42:40,light_state,25.714285714285708,67.14285714285714,-7.142857142857139,-30.0,-38.57142857142857,-18.57142857142857,-85.71428571428572,50.0,-88.57142857142857,67.14285714285714,80.74074074074073,-98.51851851851852,-8.148148148148152,76.2962962962963,64.44444444444443,9.629629629629632,-42.22222222222223,-31.851851851851848,-85.18518518518519,70.37037037037038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1919,1919,2024-09-04 12:42:40,light_state,24.28571428571429,67.14285714285714,-7.142857142857139,-31.42857142857143,-38.57142857142857,-18.57142857142857,-85.71428571428572,56.42857142857143,-87.14285714285714,68.57142857142858,83.7037037037037,-94.07407407407408,-8.148148148148152,74.81481481481481,62.96296296296296,9.629629629629632,-42.22222222222223,-31.851851851851848,-83.7037037037037,71.85185185185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1920,1920,2024-09-04 12:42:41,light_state,24.28571428571429,64.28571428571428,-7.142857142857139,-31.42857142857143,-38.57142857142857,-21.42857142857143,-85.71428571428572,58.57142857142858,-87.14285714285714,71.42857142857142,86.66666666666666,-95.55555555555556,-9.629629629629632,74.81481481481481,62.96296296296296,8.148148148148152,-42.22222222222223,-31.851851851851848,-82.22222222222223,71.85185185185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1921,1921,2024-09-04 12:42:41,light_state,24.28571428571429,68.57142857142858,-7.142857142857139,-30.0,-38.57142857142857,-21.42857142857143,-82.85714285714286,61.428571428571445,-88.57142857142857,70.0,86.66666666666666,-94.07407407407408,-9.629629629629632,73.33333333333334,65.92592592592592,9.629629629629632,-42.22222222222223,-31.851851851851848,-80.74074074074073,65.92592592592592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1922,1922,2024-09-04 12:42:41,light_state,24.28571428571429,68.57142857142858,-7.142857142857139,-27.85714285714285,-38.57142857142857,-21.42857142857143,-81.42857142857143,62.85714285714286,-87.14285714285714,71.42857142857142,86.66666666666666,-89.62962962962963,-8.148148148148152,73.33333333333334,65.92592592592592,8.148148148148152,-42.22222222222223,-31.851851851851848,-76.29629629629629,65.92592592592592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1923,1923,2024-09-04 12:42:41,light_state,22.85714285714286,71.42857142857142,-7.142857142857139,-27.142857142857157,-38.57142857142857,-21.42857142857143,-81.42857142857143,62.85714285714286,-87.14285714285714,72.85714285714286,88.14814814814815,-89.62962962962963,-8.148148148148152,79.25925925925924,67.40740740740739,11.111111111111114,-42.22222222222223,-31.851851851851848,-74.81481481481481,64.44444444444443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1924,1924,2024-09-04 12:42:41,light_state,24.28571428571429,68.57142857142858,-7.142857142857139,-32.85714285714286,-38.57142857142857,-20.0,-82.85714285714286,62.85714285714286,-87.14285714285714,72.85714285714286,88.14814814814815,-92.5925925925926,-8.148148148148152,74.81481481481481,68.88888888888889,9.629629629629632,-42.22222222222223,-31.851851851851848,-73.33333333333333,67.40740740740739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1925,1925,2024-09-04 12:42:41,light_state,24.28571428571429,68.57142857142858,-7.142857142857139,-34.28571428571429,-38.57142857142857,-20.0,-80.0,67.14285714285714,-87.14285714285714,75.71428571428572,88.14814814814815,-86.66666666666667,-8.148148148148152,76.2962962962963,68.88888888888889,11.111111111111114,-40.74074074074075,-31.851851851851848,-68.88888888888889,65.92592592592592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1926,1926,2024-09-04 12:42:41,light_state,22.85714285714286,68.57142857142858,-7.142857142857139,-34.28571428571429,-38.57142857142857,-18.57142857142857,-82.85714285714286,68.57142857142858,-87.14285714285714,75.71428571428572,89.62962962962965,-85.18518518518519,-8.148148148148152,82.22222222222223,68.88888888888889,6.666666666666671,-40.74074074074075,-31.851851851851848,-64.44444444444444,67.40740740740739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1927,1927,2024-09-04 12:42:41,light_state,22.85714285714286,70.0,-8.57142857142857,-30.0,-38.57142857142857,-22.857142857142847,-84.28571428571429,67.85714285714285,-82.85714285714286,77.14285714285714,89.62962962962965,-83.7037037037037,-8.148148148148152,85.18518518518519,68.88888888888889,11.111111111111114,-46.66666666666666,-31.851851851851848,-62.96296296296296,70.37037037037038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1928,1928,2024-09-04 12:42:41,light_state,21.428571428571416,72.85714285714286,-7.142857142857139,-31.42857142857143,-38.57142857142857,-24.28571428571429,-85.71428571428572,72.85714285714286,-81.42857142857143,82.85714285714286,88.14814814814815,-80.74074074074073,-8.148148148148152,79.25925925925924,68.88888888888889,12.592592592592595,-46.66666666666666,-31.851851851851848,-58.51851851851852,65.92592592592592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1929,1929,2024-09-04 12:42:42,light_state,21.428571428571416,74.28571428571428,-7.142857142857139,-32.85714285714286,-38.57142857142857,-24.28571428571428,-87.14285714285714,77.14285714285714,-81.42857142857143,84.28571428571428,88.14814814814815,-77.77777777777777,-8.148148148148152,88.14814814814815,64.44444444444443,12.592592592592595,-43.7037037037037,-31.851851851851848,-57.03703703703704,67.40740740740739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
